10percentage,12percentage,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,CollegeState_Andhra Pradesh,CollegeState_Assam,CollegeState_Bihar,CollegeState_Chhattisgarh,CollegeState_Delhi,CollegeState_Goa,CollegeState_Gujarat,CollegeState_Haryana,CollegeState_Himachal Pradesh,CollegeState_Jammu and Kashmir,CollegeState_Jharkhand,CollegeState_Karnataka,CollegeState_Kerala,CollegeState_Madhya Pradesh,CollegeState_Maharashtra,CollegeState_Meghalaya,CollegeState_Orissa,CollegeState_Punjab,CollegeState_Rajasthan,CollegeState_Sikkim,CollegeState_Tamil Nadu,CollegeState_Telangana,CollegeState_Union Territory,CollegeState_Uttar Pradesh,CollegeState_Uttarakhand,CollegeState_West Bengal,Degree_B.Tech/B.E.,Degree_M.Sc. (Tech.),Degree_M.Tech./M.E.,Degree_MCA,Gender_f,Gender_m,CollegeTier_1,CollegeTier_2,Specialization_CE,Specialization_CS,Specialization_EC,Specialization_EL,Specialization_ME,Specialization_other,GraduationYear_0,GraduationYear_2007,GraduationYear_2009,GraduationYear_2010,GraduationYear_2011,GraduationYear_2012,GraduationYear_2013,GraduationYear_2014,GraduationYear_2015,GraduationYear_2016,GraduationYear_2017
77,73.4,77.07,355,455,515,0.563267824,425,0,0,0,0,0,0,-0.881,-1.5273,-1.0697,0.40413,-1.5513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,55,52,360,470,440,0.053160305,0,196,0,0,0,0,0,-0.3027,-0.6201,-0.4511,-0.4879,-1.0524,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91.4,87.8,77,525,460,510,0.649389715,565,356,376,0,0,0,0,-2.1698,0.5454,-0.1437,0.1459,-0.2859,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87.4,81.2,75,465,655,575,0.714529363,0,0,0,435,0,0,0,-0.5719,0.8128,0.5269,1.2374,-0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
73,63,67.69,515,575,575,0.824666401,0,400,0,0,0,0,0,-1.3447,-0.1232,-2.2308,0.3561,0.3444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84.8,84.6,80.8,625,585,795,0.911395278,575,0,500,0,0,0,0,0.2718,0.3789,0.9322,-0.1076,-1.4356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78,80,78,495,495,435,0.635978756,445,0,0,0,0,0,0,-1.1901,1.1248,-0.1988,2.1774,0.6603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,83,64,475,335,345,0.377551419,375,0,0,0,0,0,0,-0.4173,0.0328,-0.344,0.5323,-0.7615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86.4,86.2,81.4,720,630,750,0.338786347,485,292,0,0,0,228,0,1.2772,1.0449,0.7785,-1.2486,0.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85.4,67.8,82.67,695,535,485,0.622642916,495,0,407,0,0,0,0,-2.0262,0.0459,0.4711,-0.995,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78.6,66.6,74.3,345,440,545,0.635978756,445,0,0,0,0,0,0,-1.308,-0.9531,-0.2974,1.1601,-1.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80.42,65.16,74,710,480,535,0.144789889,465,0,284,0,0,0,0,1.4208,0.8784,0.7785,-0.1076,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,65,69.8,445,385,405,0.704090412,465,0,0,0,0,0,0,1.9011,1.6708,1.4702,-0.2902,0.9763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84.5,74,79.8,535,590,605,0.338786347,365,292,0,0,0,0,0,0.5591,-0.1206,0.6248,0.9066,-0.6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91.3,90.7,71.65,525,520,450,0.20739217,455,260,0,0,0,0,0,1.1336,0.2124,1.0859,-0.7415,-0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82.33,84,68.6,605,595,720,0.942116551,575,0,0,0,0,0,0,-0.8772,0.0459,0.4711,1.4136,0.6721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,69,64.28,500,460,545,0.943272158,0,452,0,0,0,420,0,-0.4463,0.2124,0.01,-0.6147,1.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,53,65,475,485,525,0.600057182,435,0,0,0,0,0,0,0.6646,0.8128,-0.344,-0.2902,0.1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83.3,80.1,63.5,485,315,405,0.488347977,405,0,0,0,0,0,0,0.6646,0.9688,1.4267,0.8457,1.3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78.25,74.6,78.6,720,450,590,0.864685413,525,0,0,0,0,0,0,-0.8772,0.7119,0.4711,-0.1076,0.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81,61,67.5,445,465,475,0.563267824,425,0,0,0,0,0,0,-0.5719,-0.5913,0.8171,0.2973,-0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74,64,76,510,400,324,0,0,0,0,0,0,0,0,0.5591,-0.4536,1.0859,-2.0092,-0.6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95.52,94.33,83.63,580,620,620,0.968237496,605,0,0,0,0,0,0,0.2718,1.0449,0.1637,-0.6147,0.6721,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87.4,74,72.79,625,450,655,0,0,0,0,0,0,0,0,-0.3027,-0.4536,-0.6048,-0.8682,0.0973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
86.6,78.8,72.8,735,505,450,0.279258512,515,0,0,0,0,292,0,-0.0154,-0.6201,-0.6048,-0.6147,-0.6692,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63,61,70.64,415,365,465,0.884122512,535,0,0,0,0,0,0,0.8192,1.4368,0.5269,-1.1128,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,56,54,615,580,405,0.842248322,515,0,469,0,0,0,0,-0.7335,0.8784,0.3174,-1.6289,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87.86,74.67,62.33,545,595,435,0.538386893,0,333,0,0,0,393,0,-0.1082,1.0858,-0.3803,-0.2902,0.5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84.8,75,61.8,640,460,455,0.304510914,445,0,0,340,0,0,0,-0.3027,0.8784,-0.2974,0.3995,0.2889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
68,62,58.43,495,475,445,0.538386893,0,333,0,0,0,286,0,-0.1082,-0.9033,-1.3599,0.7673,-0.4455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89.4,75.6,82.53,590,610,635,0.840840969,0,0,0,473,0,0,0,0.8463,0.0459,0.7785,-1.8824,0.4805,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
60,71,73.4,555,515,635,0,125,333,0,0,0,0,0,-0.2628,0.0328,-0.1988,-0.9953,0.3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
63,62,79,580,535,455,0.884122512,535,0,0,0,0,0,0,-0.2628,0.0328,-1.4688,1.9424,-1.3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94.7,94.7,67,525,585,535,0.824666401,0,400,0,0,0,0,0,-0.7264,0.9688,-1.0697,0.5323,-0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90.4,78.2,87.8,630,625,560,0.849802714,0,0,0,0,0,0,0,1.5644,1.5444,1.547,-2.5163,0.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
83,74,67,605,585,590,0.704090412,465,0,0,0,0,0,0,1.5644,1.2114,1.547,-0.995,0.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89.5,92.2,75.12,545,580,795,0.942116551,575,0,0,0,0,0,0,0.1282,1.3779,1.3933,-2.136,1.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
97.12,90.33,82.84,505,555,555,0.864685413,525,0,0,0,0,0,0,0.9737,0.3448,0.672,-0.5253,0.3444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79,78,73,485,610,575,0.493596387,495,324,0,0,0,0,0,-2.0262,0.3789,-1.2196,0.3995,0.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68.2,60,72.23,440,340,340,0.356536488,415,0,346,0,0,0,0,-2.1698,-0.1206,0.3174,-0.8682,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71.2,60.8,72.2,485,525,515,0.843123727,515,0,0,0,0,0,0,-1.0355,-0.7863,-1.1422,-0.52527,-0.9194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75,70,65,640,565,465,0.622642916,525,0,407,0,0,0,0,-0.0154,0.3789,1.2396,0.5262,0.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93.94,81.4,72.44,635,605,535,0.960903087,595,0,0,0,0,0,0,0.2009,0.3448,0.2366,-1.3478,-0.2875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59.57,55,88,395,540,535,0.992259189,665,0,0,0,0,0,0,0.4155,-0.4536,-1.8344,-0.8682,-0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86.3,71.8,86.3,535,485,595,0.493596387,585,324,0,0,0,0,0,0.2718,1.2114,0.4711,0.1459,1.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,62,70,475,385,545,0.376059587,425,300,0,0,0,393,0,0.51,-0.4353,-0.344,0.2973,-0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84.14,73.61,76.09,445,475,595,0.793580615,495,0,0,0,0,0,0,-1.8083,0.0328,-1.0697,-0.0552,-0.7615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80.53,80.5,58.61,645,795,675,0.983749967,635,0,0,0,0,0,0,-0.4463,1.3779,0.9322,-0.995,0.8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73,64,61,430,370,450,0.557389506,0,388,0,0,420,0,0,0.1282,-0.9531,0.1637,0.653,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81.9,72,71.9,465,415,485,0,0,0,0,0,0,0,0,-1.308,-0.4536,0.01,0.1459,-1.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63.6,53.6,60,545,395,465,0.81941653,505,0,0,0,0,0,0,1.1336,1.2114,0.7785,-0.3612,0.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72.5,72.4,77.43,505,615,605,0.864685413,525,0,0,0,0,0,0,0.3555,-1.5273,0.8171,2.2949,0.6603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84,79,75.99,485,415,615,0.793580615,495,0,0,0,0,0,0,-0.4173,0.5008,0.5269,0.1798,-0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66.16,58.4,65.9,575,505,565,0.81941653,505,0,0,0,0,0,0,1.9011,0.2668,0.3817,-0.9953,0.3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81.6,74.6,77.1,455,565,404,0.901489571,545,0,0,0,0,0,0,-0.1082,0.8518,-0.1626,-0.7603,-0.2875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,69,74,275,415,310,0.080055281,315,0,253,0,0,0,0,0.5591,0.2124,0.3174,0.5262,-0.2859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86.5,63.4,68.89,405,450,500,0.356536488,455,0,346,0,0,0,0,0.1282,-0.6201,-0.7585,-0.4879,0.0973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68,61,55,435,545,455,0.377551419,375,0,0,0,0,0,0,0.0464,1.2028,1.2525,0.8848,1.2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,60,62.5,560,370,370,0.649389715,0,356,346,0,0,0,0,0.2718,0.3789,0.1637,-0.8682,-0.6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72,60,72.5,500,360,510,0.356536488,405,0,346,0,0,0,0,0.8463,1.7109,1.2396,-1.3753,1.4386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83.5,83.8,71.7,465,470,475,0.144789889,485,0,284,0,0,0,0,-0.0154,1.0449,-0.1437,-0.4879,0.8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79.86,78.86,74.44,375,555,555,0.670743151,455,0,0,0,0,0,0,1.3215,0.3448,-0.4891,-1.2303,0.3444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93.5,95.3,92.3,415,575,405,0.987207086,645,0,0,0,0,0,0,-0.5719,1.0858,-0.9245,0.06223,0.1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62.5,68,74,395,285,475,0.995265706,0,533,0,0,0,0,0,-0.1082,-0.5913,-0.1988,-0.0552,-0.2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74.8,68,69,570,395,475,0.356536488,475,0,346,0,0,0,0,-0.0154,0.8784,-0.7585,0.3995,-0.4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,86,64,535,465,515,0.600057182,435,0,0,0,0,0,0,-1.8083,-0.2793,-0.344,-0.5253,-1.0774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57,64,65.8,485,495,575,0.976292561,0,484,0,0,0,420,0,-0.8772,-0.4536,0.6248,0.7798,-0.8608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73.2,72,82.5,640,625,585,0.88162007,475,420,0,0,0,0,0,-0.0154,0.3789,0.1637,-0.6147,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,76.44,71.22,455,535,555,0.952245573,585,0,0,0,0,0,0,-1.1901,-0.4353,0.8171,0.8848,0.6603,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71.4,78.66,68,385,405,465,0.563267824,425,0,0,0,0,0,0,0.8192,-0.7473,-0.0537,-0.7603,0.3049,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69.5,64.4,68,435,575,415,0,0,0,0,0,0,0,0,0.9737,0.6178,-0.7068,-0.17277,0.3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70.2,75.6,68.93,415,525,615,0.635978756,445,0,0,0,0,0,0,-1.3447,-1.0593,-1.3599,0.8848,-0.9194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,61,75,455,510,500,0.952245573,585,0,0,0,0,0,0,0.2718,0.2124,0.3174,0.1459,-1.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80.93,79.83,61.93,385,445,275,0.563267824,425,0,0,0,0,0,0,1.3215,0.6568,0.672,-0.0846,-0.9194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82.7,91,73,490,435,560,0.080055281,425,0,253,0,0,0,0,0.4155,1.2114,0.4711,-0.4879,0.2889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82.3,73.2,71.1,545,520,390,0.725984148,375,0,0,438,0,0,0,-1.5953,-0.9531,-0.2974,-1.2486,-0.6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
79.29,68.67,76,545,505,595,0.356536488,555,0,346,0,0,0,0,0.2718,0.7119,0.3174,-0.1076,1.4386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90.4,97.5,87.1,555,625,595,0.0587928,555,200,0,0,0,0,0,0.9737,-0.5523,0.926,0.53233,0.1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80.6,80.7,72.5,625,525,635,0.493596387,435,324,0,0,0,0,0,0.8463,0.8784,1.7007,-0.4879,0.0973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81.5,72,75.1,475,585,615,0.229481755,0,266,0,0,0,0,0,-0.7264,0.6568,-2.2308,-0.5253,0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
